uuid,name,brand,street,house_number,post_code,city,latitude,longitude
0469503a-59ff-4ce6-918c-be7315be1f0f,AVIA Tankstelle,AVIA,Straubinger Straße,15,93086,Wörth,48.99893,12.405746
064554c1-d960-444e-bc1b-0a0449711e44,"BERLIN, KAISER-FRIEDR.STR95.",Shell,KAISER-FRIEDRICH-STR. 95,"",10585,BERLIN,52.515933,13.301201
06b739d5-c8c9-4047-8529-5af9ebe20fce,M1 Burg,M1,Tuchmacherweg,16-18,39288,Burg,52.2475,11.8808
0835be5d-aa12-4d94-a6bf-cd7972248d15,Carsten Moss,Westfalen,Brauckstr.,160,45892,Gelsenkirchen,51.57075,7.10276
0a3abfdc-d108-402b-b303-10a42c25f80a,Aral Tankstelle,ARAL,Weseler Straße,261,47169,Duisburg,51.5139275,6.741863
0b30f5a0-8900-406f-9d74-dd948144745e,Esso Tankstelle,ESSO,VEITSHOECHHEIMER STR. 22, ,97080,WUERZBURG,49.803203,9.92078
0ba0e8ac-ae93-4a29-837c-165bfa0fac2f,Aral Tankstelle,ARAL,Autozubringer Süd,"",74199,Untergruppenbach,49.0864258,9.275176
0dd8bd88-72d4-47d1-b718-35f8724a22eb,Peter Kremer,Westfalen,Königstr.,69,48268,Greven,52.09315,7.6237
0e2e3c48-fe70-4feb-b80f-4ec284a96f4b,TOTAL GIFHORN,TOTAL,BRAUNSCHWEIGER STR.,45-47,38518,GIFHORN,52.47671,10.544206
0ec347c7-db46-40df-a7c9-8cf1f1cb12f2,Thorsten Schanzenbach,Markant,Asberger Str.,188,47441,Moers,51.43866,6.65768
109195b4-ac2f-4120-ae47-199386e700f6,AVIA Xpress Automatenstation,AVIA Xpress,Hauptstraße,110,71384,Weinstadt-Strümpfelbach,48.7885,9.362702
10fc7548-e99d-4fda-b80d-48f5ea40e84d,Heike Reinecke,Westfalen,Alte Wittener Str.,40,44803,Bochum,51.46867,7.27102
1187cf21-ed27-4688-a6b3-3348cbc5eb11,Tankhof Steinheim,TANKHOF STEINHEIM,Industriestr./Heideweg,"",32839,Steinheim,51.86678,9.08123
138de510-3f71-492b-a66d-9228ad61e517,Fricke,AVIA,Dolberger Str.,145,59229,Ahlen,51.7471,7.8996
14853398-0aff-41f4-8297-ecaa23bc56e4,"SCHWEDT, STEINSTR.",Shell,STEINSTR. 12,"",16303,SCHWEDT,53.07093,14.25534
153c4fe5-0aa2-4cb8-8558-093817a0c5a9,AGRAVIS Kornhaus Westfalen-Süd GmbH,Raiffeisen,Ladestr.,6,57368,Lennestadt-Grevenbrück,51.1411,8.01873
163093f7-afda-4a8d-91e5-06198d2f046d,Ruhstorf Pfarrkirchener Straße 2,OMV,Pfarrkirchener Str.,2,94099,Ruhstorf,48.43202,13.3328
16941d49-7ec6-45fc-aea9-93901f8f2dff,"LIEDERBACH, BAHNSTR. 13.",Shell,BAHNSTR. 13,"",65835,Liederbach,50.118757,8.48931
195aed37-6aa0-4ae6-80f0-edc8ec5ac4f8,TOTAL SCHWAEBISCH HALL,TOTAL,EGERLAENDER WEG,2,74523,SCHWAEBISCH HALL,49.106472,9.718823
19bd5143-ce4f-45de-baa2-7db22a6a5a46,Hanna Harms,Westfalen,Nordener Str.,5,26556,Westerholt,53.58989,7.45568
1b4fe717-d839-4f87-b792-9a982630182b,Esso Tankstelle,ESSO,DORTMUNDER STR. 8, ,58455,WITTEN,51.437998,7.349502
1c12bbe1-fc51-48cc-bd6b-f1c08d465f9d,Zahradnik Mosbach,Zahradnik,Industriestr. ,3-5,74821,Mosbach-Neckarelz,49.34299,9.12204
1cb82e3b-6de4-499c-bd47-e751bf8804cb,"GREIZ, GERHARD-HAUPTMANN-STR.",Shell,GERHARD-HAUPTMANN-STR. 29,"",07973,GREIZ,50.666029,12.218102
1d7c6ef9-1f35-4ca3-acb2-b61f8db54e72,Esso Tankstelle,ESSO,AACHENER STR. 56, ,52146,WUERSELEN,50.820684,6.124874
1e10c166-e3af-4097-bb3b-b81cd6087e11,Aral Tankstelle,ARAL,Burgstraße,2,26736,Krummhörn,53.4361153,7.093333
1f86c520-7472-43ec-9ea1-fba5775cf108,TEC GmbH,TEC,Hauptstraße,100,39345,Bülstringen,52.3108,11.3562
2020d9be-d9db-456f-9bd1-c72f3ad5d279,Aral Tankstelle,ARAL,Schöneberger Str. / Alboi,"",12103,Berlin,52.4700241,13.3710432
20a91257-5e2d-4ea9-8996-00f3b44926b1,Raisa eG,Raiffeisen,Hauptstr.,3,21258,Heidenau,53.3138,9.65705
213f4b7f-1737-4f96-9f42-364f4424ecbf,Raiffeisen-Legden,Raiffeisen,Am Bahndamm,7,48739,Legden,52.03652,7.08791
22511823-002e-4a86-b4f2-4a58c6b95166,TOTAL PFREIMD,TOTAL,WERNBERGER STR.,34,92536,PFREIMD,49.499363,12.184555
22d28411-72b7-4039-aa95-0775ccb2d5c2,Hemme,Schillhorn Mineralöle GmbH Hemme,Dorfstr.,53,25774,Hemme,54.279998779297,9.0100002288818
246747ca-9def-4b2e-96a6-ea9d0e0ef957,Ronnie de Silva,Westfalen,Rheiner Str.,121,48282,Emsdetten,52.18221,7.52078
2657c2c3-8414-4162-9ab9-0b873d00c70b,"Agri V Raiffeisen eG, Geschäftsstelle Kirchhellen",Raiffeisen,Pelsstr.,10,46244,Kirchhellen,51.6082,6.93335
26ea4127-2120-4366-b0f6-52fb77532af2,Freie TANK in   G. Hägele,"",Gewerbestr.,1,78247,Hilzingen,47.76101,8.79231
26f58c0d-94e5-45db-935a-8ecf9870d8f6,"Eisleben, Rathenaustr. 13d",SB,Rathenaustr. 13d,"",06295,Eisleben,51.521206,11.557465
29cd2450-3240-4728-a066-ded2af0dc5c3,TOTAL DIETINGEN,TOTAL,NECKARBURG OST A81,"",78661,DIETINGEN,48.205814,8.62513
2a3d0a89-1b8e-4f0f-89d0-e890da5de912,TOTAL RHEINAU-FREISTETT,TOTAL,AM RHEINUEBERGANG,"",77866,RHEINAU-FREISTETT,48.68052,7.9222383
2acc4724-ea6a-4874-baa6-e191ccb12756,"MUENCHEN, INNSBRUCKER RING",Shell,INNSBRUCKER RING 142,"",81669,MUENCHEN,48.114907,11.617154
2b34d23b-cef1-4fe2-87d5-3070c819bb8b,"GAU-ALGESHEIM, RHEINSTR. 53.",Shell,RHEINSTR. 53,"",55435,Gau-Algesheim,49.971546,8.022571
2d356d6c-f4d2-4021-8d49-2afae0abde1f,Esso Tankstelle,ESSO,TEMPELHOFER DAMM 20, ,12101,BERLIN,52.481391,13.385317
30a50253-2339-469d-a77c-86713d9f5f7f,Aral Tankstelle,ARAL,Bramfelder Chaussee,66,22177,Hamburg,53.5972061,10.0647011
339bc8da-c797-46d7-93f1-fe3461397bf0,BayWa Tankstelle Weiden,BayWa,Untere Bauscherstr.,11,92637,Weiden,49.66278,12.157612
386a32a6-31bb-4c6b-a188-e8590113fdf3,Raiffeisen Waren GmbH,Raiffeisen,Garßener Straße,2,29331,Lachendorf,52.6328,10.2221
38adf5ce-bdad-4008-96f5-ee6b7044acbf,AVIA Tankstelle,AVIA,Marlistraße,40,23566,Lübeck,53.870434,10.711442
3aacd52d-f232-4424-9142-ef86a1275032,Hanerau,Schillhorn Mineralöle GmbH Hanerau,Mannhardtstraße,8a,25557,Hanerau-Hademarschen,54.119998931885,9.4300003051758
3bfab341-1f1e-49e0-8c32-bc77ca730e57,Aral Tankstelle,ARAL,A,40RaststätteBeverbac,44892,Bochum,51.4940224,7.339435
3c57e143-470c-4130-b8ea-0a775e5f081c,"KAUFBEUREN, SUDETENSTRAßE.",Shell,SUDETENSTR. 6,"",87600,KAUFBEUREN,47.898714,10.644375
3da08d1f-96a0-420c-bf64-eda2b7af12df,ELAN NIEBUELL,ELAN,BUSCH JOHANNSEN STR.,2,25899,NIEBUELL,54.77985,8.8345585
3ea2eb9e-d5cd-48b6-9719-bf6bc23f920e,V-Markt Schongau,V-Markt Schongau,Wiesenweg ,15,86956,Schongau,47.816647,10.903036
3f1057c6-aeb9-44d8-9914-645c8b3b410d,TOTAL NIEDERZISSEN OST,TOTAL,BAB-BROHLTAL-OST/A 61,"",56651,NIEDERZISSEN OST,50.439823,7.226107
406cbf50-53a1-4670-bf9b-f2e503f3fd92,Aral Tankstelle,ARAL,Nordschleswiger Straße,91,22049,Hamburg,53.57985,10.0698366
41cb9ace-fe80-4bae-ad97-2dae54494a85,TOTAL GLADBECK,TOTAL,BOTTROPER STR.,248,45964,GLADBECK,51.566174,6.964711
421d02ac-318f-432f-886b-3a092b9ccfa8,TOTAL BERLIN,TOTAL,MARKSTR.,43-44,13409,BERLIN,52.562286,13.36506
427ceb7c-8b0b-471f-82db-4e3fea4bcc69,TOTAL MUNSTER,TOTAL,DANZIGER STR.,69,29633,MUNSTER,52.989216,10.081495
42881186-2f08-4fb4-8df1-351231ddb9c8,Esso Tankstelle,ESSO,CARL-DUISBERG-STR. 59, ,45772,MARL,51.676474,7.124957
43b26b11-e78e-4636-ac71-e78df658b221,Raiffeisen Tankstelle,Raiffeisen,Hafenstrasse,1,39340,Haldensleben,52.284354,11.405015
44675755-c115-4508-92d2-1df59a7ca5da,Aral Tankstelle,ARAL,Münsaer Straße,65/B180,04600,Altenburg,50.9833,12.4561157
44f32c6a-1ee8-4385-84e2-8bd517965e94,bft Volpriehausen,bft,Bollertstraße,12,37170,Volpriehausen,51.664221,9.737166
46bcbfea-d580-437d-ad82-1502e407739b,Aral Tankstelle,ARAL,Raiffeisenstraße,17,56594,Willroth,50.5659676,7.526535
474e5046-deaf-4f9b-9a32-9797b778f047,TOTAL BERLIN,TOTAL,MARGARETE-SOMMER-STR.,2,10407,BERLIN,52.53083,13.440946
484aeb02-e77e-4fab-9a12-1162370e091e,Aral Tankstelle,ARAL,Bonner Straße,2,51379,Leverkusen,51.06689,6.991081
48cb808b-e5e1-45ab-bf45-13bc3684f54f,Tankstelle Teuchern,Tankstelle Teuchern,Goethestraáe ,11,06682,Teuchern,51.12281,12.024721
49396616-c403-475e-ceba-dc1b6e9d5738,Tankshop Esterwegen GmbH,Heinrich Albers OHG,An der Kirche,1a,26897,Esterwegen,52.993647,7.632179
4947beb1-79b7-4f23-85f9-24fcd739bb57,Esso Tankstelle,ESSO,BAB A5 / BERFA NORD, ,36304,ALSFELD,50.760316,9.359395
4948f635-c1d5-48f1-a8f7-9f4add459345,Aral Tankstelle,ARAL,Krefelder Straße,101,41539,Dormagen,51.10837,6.825619
49b56e87-1419-4560-bf2b-2b5e72ee2f28,rhv Tankstelle,Raiffeisen,Hünfelder Str.,92,36251,Bad Hersfeld,50.851398468018,9.7255964279175
4a5d5d54-b70b-408e-9a78-27ce7eda2c9c,Fricke,Tankpoint,Kuhlenweg ,2,31241,Ilsede,52.284,10.2291
4b7520c7-b2f9-4faa-92cd-bf16a96ceab7,AVIA KESLAR,AVIA,Therese-Studer-Straße,2,87600,Kaufbeuren,47.89523,10.656652
4d66ec77-5b3b-409d-8c43-01c4a4fcafee,Esso Tankstelle,ESSO,AN DER ZOLLBRUECKE 31, ,89079,ULM,48.345552,9.942956
4efd0707-f338-452a-8895-61b7a15d32cf,Aral Tankstelle,ARAL,Isenburger Straße,20,63150,Heusenstamm,50.0586967,8.788944
50b300c2-af91-46d8-9c1d-6c4eb5723409,"LEIPZIG, EILENBURGER STR. 21",Shell,EILENBURGER STR. 21 A,"",04317,LEIPZIG,51.332941,12.405758
5190fd34-0e1c-4f3f-9221-ddc4f1a668be,Tankstelle Pfeiffer,Tankstelle,Jossastraße,46,36272,Niederaula,50.7751,9.57665
51d4b462-a095-1aa0-e100-80009459e03a,JET HAMBURG BERGSTEDTER CHAUSSEE 175,JET,BERGSTEDTER CHAUSSEE 175,,22395,HAMBURG,53.6735,10.1318
51d4b47d-a095-1aa0-e100-80009459e03a,JET BERLIN AM TIERPARK 126,JET,AM TIERPARK 126,,10319,BERLIN,52.49549,13.52344
51d4b4a1-a095-1aa0-e100-80009459e03a,JET KAUFBEUREN FUESSENER STR. 27,JET,FUESSENER STR. 27,,87600,KAUFBEUREN,47.8702,10.6293
51d4b4d2-a095-1aa0-e100-80009459e03a,JET BAD OEYNHAUSEN KANALSTRASSE 46,JET,KANALSTRASSE 46,,32545,BAD OEYNHAUSEN,52.20616,8.78582
51d4b50d-a095-1aa0-e100-80009459e03a,JET WUPPERTAL HAHNERBERGER STR. 299,JET,HAHNERBERGER STR. 299,,42349,WUPPERTAL,51.21539,7.14735
51d4b52b-a095-1aa0-e100-80009459e03a,JET LUEBBECKE BERLINER STR. 26 - 28,JET,BERLINER STR. 26 - 28,,32312,LUEBBECKE,52.3074,8.6222
51d4b5dc-a095-1aa0-e100-80009459e03a,JET BERLIN CHARLOTTENBURGER CH. 47,JET,CHARLOTTENBURGER CH. 47,,13597,BERLIN,52.5272,13.2343
51d4b641-a095-1aa0-e100-80009459e03a,JET LIPPSTADT ERWITTER STR. 147,JET,ERWITTER STR. 147,,59557,LIPPSTADT,51.65289,8.343541
51d4b650-a095-1aa0-e100-80009459e03a,JET POTSDAM ZEPPELINSTRASSE 130-131,JET,ZEPPELINSTRASSE 130-131,,14471,POTSDAM,52.3877,13.0273
51d4b6a1-a095-1aa0-e100-80009459e03a,JET GEVELSBERG HAGENER STR. 227,JET,HAGENER STR. 227,,58285,GEVELSBERG,51.3294,7.36679
51d4b6de-a095-1aa0-e100-80009459e03a,JET ESSEN OSTFELDSTR. 9,JET,OSTFELDSTR. 9,,45127,ESSEN,51.45823,7.00417
51d4b6e8-a095-1aa0-e100-80009459e03a,JET HOMBURG ROBERT-BOSCH-STR. EKZ,JET,ROBERT-BOSCH-STR. EKZ,,66424,HOMBURG,49.331511,7.339898
51d4b720-a095-1aa0-e100-80009459e03a,JET BAMBERG ZEPPELINSTRASSE 3,JET,ZEPPELINSTRASSE 3,,96052,BAMBERG,49.91584,10.90644
52876f93-0faf-41b8-9542-2471bd02be3b,Raiffeisen Flörsheim-Dalsheim,Raiffeisen Tankstelle,Mölsheimer Strasse,28,67592,Flörsheim-Dalsheim,49.651,8.20861
52eb8eee-2ca6-4b7f-a242-5e5ac93c712a,Esso Tankstelle,ESSO,GERWIGSTR. 12, ,78098,TRIBERG,48.136411,8.236764
53b30e2f-14d4-42b5-8984-ba3298602d3a,Aral Tankstelle,ARAL,Ohrdrufer Straße,"",99867,Gotha,50.936512,10.7160864
5434b21a-44dd-4a5b-9294-42ee7117b036,Aral Tankstelle,ARAL,Oppenheimer Str.,7,64521,Groß-Gerau,49.9216766,8.472126
546328f4-c71a-4060-932c-4cf4262b7f89,Esso Tankstelle,ESSO,BAB A6, ,66424,HOMBURG,49.346274,7.310707
54aebc54-208c-4dcc-a355-1fa523bb5c36,bft- Tankstelle Autohaus Link,BFT,Luttinger Str.,58,79725,Laufenburg,47.57022,8.0914
553e6765-1f02-45ee-946d-fbde50c9dc77,Aral Tankstelle,ARAL,Fockbeker Chaussee,2,24768,Rendsburg,54.30793,9.648026
55f7e0ef-1934-4423-906b-cff5da46f392,OIL! tank ,OIL!,Zepernicker Chaussee 39,,16321,Bernau,52.6735,13.5689
56cdf2d6-26cc-46e4-ac30-1df4b3e0d023,AVIA Gaggenau,AVIA,Hauptstr. ,40,76571,Gaggenau,48.7989,8.32335
57b29b67-6fc2-42d4-9665-c9155f97ad34,"AMBERG, DRAHTHAMMERSTR.",Shell,DRAHTHAMMERSTR. 22,"",92224,AMBERG,49.436506,11.871004
59010956-4b49-4353-9fae-e66cec6461fa,AVIA Station,AVIA,Hauptstraße,52,74429,Sulzbach-Laufen,48.962753,9.846802
5a17f46a-41a2-47bb-959c-32b3d47a4baa,Aral Tankstelle,ARAL,Alter Postweg,1,74564,Crailsheim,49.13868,10.0627689
5a8fc6fd-6f03-4157-a7af-b0ee2b75307b,Esso Tankstelle,ESSO,MUENCHNER STR. 14, ,82319,STARNBERG,48.002091,11.348624
5c1999da-6a2b-49d3-bfda-964ee09fd2f5,Bad Endorf Gewerbegebiet 10,OMV,Gewerbegebiet,10,83093,Bad Endorf,47.91727,12.2936
5d39aea9-1f9c-4fd5-87ae-227c95757f19,Esso Tankstelle,ESSO,BREMER STR. 3, ,30827,GARBSEN,52.426083,9.621836
5d80e7f0-5851-46fb-b4cc-f1d49692b6f0,TOTAL TORGELOW,TOTAL,LINDENSTR.,09-10,17358,TORGELOW,53.62992,13.999691
60545f32-1729-4e68-acd7-e3bdfbc94ba2,Vogg,Frei,Kirchheimerstr.,11,86868,Mittelneufnach,48.177795,10.593637
60abebe5-e51d-4bf1-a96b-f4b9a17dfa49,Aral Tankstelle,ARAL,Friedrichshafener Straße,"",88214,Ravensburg,47.73857,9.598375
64fbbee6-75a1-4999-9798-d3e81ba6a35e,"HAMBURG, FRUCHTALLEE",Shell,FRUCHTALLEE 95,"",20259,HAMBURG,53.570618,9.953872
69f766eb-c497-491d-8a92-b99b799c94dc,TOTAL BINGEN,TOTAL,SCHULTH.-KOLLEI-STR.,23,55411,BINGEN,49.950115,7.903223
6b9dcae3-0b93-4633-9b96-1a377c930f09,"HAMBURG, PAUL-SORGE-STR.",Shell,PAUL-SORGE-STR. 150,"",22455,HAMBURG,53.635089,9.952902
6c2ff229-2e9a-47da-8394-8bff5ab91875,Esso Tankstelle,ESSO,EFFNERSTR. 130, ,81925,MUENCHEN,48.162809,11.624476
6cc0da1b-3d06-4abf-a2e9-3a4f67469658,Esso Tankstelle,ESSO,WESTRING 48, ,39110,MAGDEBURG,52.123688,11.605567
6e3a9270-c1d3-44dc-b54a-d325f4bd32a8,Aral Tankstelle,ARAL,Waldstraße,215,63071,Offenbach,50.08688,8.770483
6ec036af-f3ae-4213-9e41-39b388a8ed6c,"ROTH, MUENCHENER STR",Shell,MÜNCHENER STR. 55,"",91154,ROTH,49.23492,11.087573
6fe054c2-7bb1-4112-b43a-0880e72be871,VR-Bank in Südniedersachsen eG,Raiffeisen,Edemisser Dorfstr.,28,37574,Edemissen,51.7661,9.8644
7225e24e-b3a5-4759-80a0-1c8c5b7df6c2,TOTAL HAMBURG,TOTAL,CUXHAVENER STR.,380,21149,HAMBURG,53.473038,9.8467655
72b25af4-8ad9-4944-9fb6-80fc6d383b55,Maik Becker,SHELL,Fritz Reuter Str.,1-3,17087,Altentreptow,53.69233,13.25631
734e7c0c-e551-41ab-b137-4c944aa1a475,bft Station  Becker,"",Lanfer ,99,59581,Warstein,51.47382,8.33842
7491b735-50b7-4343-9156-9fd238b28062,"Tankstelle Sauerwald, Altenbeken",Sauerwald,Adenauerstraße,1a,33184,Altenbeken,51.763275,8.928318
75fead93-c532-4cb6-87a3-694c8b527cde,"GUENZBURG, HAUPTSTR.",Shell,HAUPTSTR. 2a,"",89312,GUENZBURG,48.433236,10.292316
77154c9b-96d8-4aca-afd8-62794cb6f208,"WERTHEIM, WEINGAERTNERSTR.",Shell,WEINGAERTNERSTR 1,"",97877,Wertheim,49.763417,9.510868
77b78eff-7126-4c17-8c8b-64d98cc8879f,AVIA Automatenstation,AVIA,Gustav-Kunst-Straße,23,20539,Hamburg,53.5396,10.058574
77c8895e-fb7d-44c1-9979-3794e337dc20,"OBERHAUSEN, CENTROALLEE 278.",Shell,CENTROALLEE 278,"",46047,Oberhausen,51.489337,6.884052
7a46b5d7-8395-422e-a302-20608813b63e,Classic Tankautomat,CLASSIC,Zum Poitzer Bahnhof,3,29328,Faßberg,52.8949,10.1593
7c848417-1490-4752-9766-d05859b23f72,"WORMS, LUDWIGSTR.",Shell,LUDWIGSTR. 2,"",67547,WORMS,49.631354,8.368857
7cf4fe1c-7fd8-4788-b284-79fc2207de89,Mandler GmbH & Co.KG,Mandler Tank & Wasch,Auf dem langen Furt,1,35452,Heuchelheim,50.60076,8.62524
7d0e73d5-33a4-4cb4-a407-8b59faa5f58b,Q1 Tankstelle,Q1,Dessauer Straße,47,06785,Oranienbaum,51.8016,12.3921
7dbb0d8e-3dfd-479a-b969-cab2e3abedb6,Aral Tankstelle,ARAL,Fürther Straße,1,91315,Höchstadt,49.69798,10.8031216
802e24d9-e991-4be7-bac1-7a4e4fc683e2,Aral Tankstelle,ARAL,Ingolstädter Str.,164-166,80939,München,48.20178,11.5861492
802f4087-3ef0-4b23-b3ec-345828888591,Aral Tankstelle,ARAL,Strassburger Straße,11,77694,Kehl,48.5760956,7.818007
80ec1461-fdfa-4afd-8290-99d12f2fa3c9,Aral Tankstelle,ARAL,Bremer Straße,53,28816,Stuhr,53.0178947,8.789342
80f05a47-a044-4cd0-b176-7a2bd097b26d,AVIA XPress,AVIA Xpress,Bischof-Heinrich-Straße,23,91257,Pegnitz,49.824825,11.496103
813ed58c-b58d-4d17-895b-2078cb302649,Aral Tankstelle,ARAL,Prinzenstraße,29,10969,Berlin,52.5018959,13.4098387
828f198e-1f36-45a9-b198-5eaf99845a41,Esso Tankstelle,ESSO,STUTTGARTER STR. 152, ,71522,BACKNANG,48.9346,9.437374
82a358c8-7352-4159-93dc-a2aa48a21a82,Flothkötter Nordwalde,,Emsdettener Straße,136,48356,Nordwalde,52.095492,7.478154
831a250e-5810-4bee-bf20-8acd0b60d205,"MINDEN, STIFTSTR. 57.",Shell,STIFTSTR. 57,"",32427,MINDEN,52.299044,8.910107
8419ea64-3e0e-43ef-a107-6aebc31c9d26,Aral Tankstelle,ARAL,Alexanderstraße,202,26121,Oldenburg,53.16131,8.207715
85dfe4be-cbd0-4a93-9b0c-63304c7b1b8f,Aral Tankstelle,ARAL,Lübsche Straße,161,23966,Wismar,53.8944855,11.440239
89382eb0-7c75-45f1-a3e3-87f33fb8a2d9,AVIA Tankstelle,AVIA,Auf den Bülten,55,49448,Stemshorn,52.456966,8.362259
8a7a3916-0deb-46ba-bef9-4531c0cb1c7c,TOTAL BERLIN,TOTAL,HEERSTR.,35-37,14055,BERLIN,52.508358,13.260575
8af011e8-4202-4f43-b6f0-a3fa446469cc,BAG - Tanken - Service - GmbH,Freie Tankstelle,Hauptstr.,9,89561,Dischingen,48.69651,10.36349
8b7d4150-3472-432e-afcc-3cad19634474,Aral Tankstelle,ARAL,Marie-Curie-Straße,2-6,46446,Emmerich,51.8424225,6.275239
8d06599a-ead8-401e-a356-a8450e7bc7f4,"STOLBERG, STEINFURT",PM,STEINFURT 14,"",52223,STOLBERG,50.790995,6.231248
8d06d65f-bfdb-4d6e-942d-6663c00a1f56,Aral Tankstelle,ARAL,Werner-v.-Siemens-Str.,31,89415,Lauingen an der Donau,48.5754776,10.4503651
8d0da85d-691c-401b-b982-5d6673e9d68c,"SOLINGEN, LANDWEHR 7",Shell,LANDWEHR 7,"",42697,Solingen,51.131417,6.997291
8d21423c-093d-43d1-99e4-da01ba69a9f8,Freie Tankstellen Singer,AVIA,Hauptstr.,19,85643,Tulling,48.083397,12.059923
8e18f10e-e56d-4ba2-8c34-29125520f712,Mengin Tank-Stop Rodheim,Mengin,Gießener Str.,106a,35444,Biebertal-Rodheim,50.614570617676,8.6055488586426
8eca2cb7-9d05-4896-ac58-de27338ed89b,Aral Tankstelle,ARAL,B,65-Südseite-,30559,Hannover,52.3577652,9.862247
91f2e9fb-71d6-466f-8e2a-d3fb7895b50d,TOTAL AUTOHOF GROSSWEITZSCHEN,TOTAL,HEITERER BLICK,2,04720,GROSSWEITZSCHEN,51.1525,13.120292
927d68a9-a8c3-4dbe-5c18-93aa8e8818c9,Tankhof Kassner,Tankstelle Kassner GmbH,Brettener Str,"",75438,Knittlingen,49.025817,8.757981
968cc078-51fd-4ce1-a1fe-3d082c253aa3,"OSTFILDERN, FELIX-WANKEL-STR.",Shell,FELIX-WANKEL-STR. 3,"",73760,OSTFILDERN,48.713486,9.308548
9692de0f-978c-4cba-8251-5044dbc08ce8,"RODGAU, A3 WEISKIRCHEN SUED.",Shell,A3 WEISKIRCHEN SÜD,"",63110,Rodgau,50.055484,8.906409
982132c3-5ab1-4fbe-8671-2a0a5bba6a69,LECHBRUCK - BAHNHOFSTRASSE 20/26,Sunoil,Bahnhofstrasse,20/26,86983,Lechbruck,47.6967985,10.7932656
99f6b542-6548-43fe-85ef-a172e1ce367b,"DUISBURG, FR.-EBERT-STR",Shell,FRIEDRICH-EBERT-STR. 443,"",47178,Duisburg,51.541104,6.73642
9b691005-7ff1-46f1-ae3a-09d713c6ad37,Rolfes,EC - Tankstelle Rolfes,Bethlehem rechts,27,26871,Papenburg,53.06607,7.43777
9c1a6789-4a82-4969-b304-b0477e27c1e0,Nuttelmann Tankservice,Nuttelmann Tankservice,Rudolf-Diesel-Straße,3,27232,Sulingen,52.67194,8.8066
9c92dae6-1e9e-4759-9d50-e973cea19a20,Aral Tankstelle,ARAL,Venloer Straße,143,41569,Rommerskirchen,51.0365562,6.677627
9d297833-819d-4e68-914b-59f1117bedbc,Aral Tankstelle,ARAL,Neue Unlinger St.,4,88499,Riedlingen,48.14829,9.485131
9e480315-f74f-486e-b3ac-67ae8aa1e659,AVIA Tankstelle,AVIA,An der Bleiche,53,47638,Straelen,51.435917,6.268726
9ef2f251-a6ee-47a4-ad99-269d88132050,bft-Tankstelle Oberle,BFT,Pfarrgasse ,3,77963,Ottenheim,48.38431,7.7571
9f601274-d1a5-4672-9773-bc56705716fc,Aral Tankstelle,ARAL,Arnbrucker Straße,1a,93444,Bad Kötzting,49.17126,12.8631878
a378b6c2-fe4f-49cd-b4d9-5b4104309d70,LAHR - FREIBURGER STRASSE 9,Agip,Freiburger Strasse,9,77933,Lahr,48.341510338885,7.841498808178
a424acd7-233c-4f19-a44d-915f5b7f3126,AVIA Servicestation,AVIA,Berliner Straße,12,36129,Gersfeld (Rhön),50.451416,9.912647
