"DRC25",0,"Low Fat",0.079440262,"Soft Drinks",86.7882,"OUT019",1985,"Small","Tier 1","Grocery Store",85.8882
"FDF09",6.215,"Low Fat",0.012173543,"Fruits and Vegetables",36.4848,"OUT045",2002,"","Tier 2","Supermarket Type1",447.4176
"FDT36",12.3,"Low Fat",0.111274591,"Baking Goods",35.0874,"OUT046",1997,"Small","Tier 1","Supermarket Type1",458.7362
"FDS56",5.785,"Regular",0.064871045,"Fruits and Vegetables",262.1252,"OUT010",1998,"","Tier 3","Grocery Store",786.9756
"NCZ41",19.85,"Low Fat",0.064409056,"Health and Hygiene",126.7704,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1752.3856
"NCF43",8.51,"Low Fat",0,"Household",142.147,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1717.764
"NCO18",13.15,"Low Fat",0.024630755,"Household",178.2686,"OUT013",1987,"High","Tier 3","Supermarket Type1",2666.529
"FDU60",20,"Regular",0.060022526,"Baking Goods",168.7132,"OUT045",2002,"","Tier 2","Supermarket Type1",6426.3016
"FDK09",0,"Low Fat",0.091318935,"Snack Foods",230.7352,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",8474.3024
"FDA15",9.3,"Low Fat",0.016047301,"Dairy",249.8092,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3735.138
"FDK28",0,"Low Fat",0.065272284,"Frozen Foods",256.1646,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3349.6398
"FDU26",16.7,"Regular",0.042685217,"Dairy",120.7782,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1072.6038
"FDW23",5.765,"Low Fat",0.082012293,"Baking Goods",37.5164,"OUT046",1997,"Small","Tier 1","Supermarket Type1",656.4788
"FDJ40",0,"Regular",0.049349121,"Frozen Foods",108.6912,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3057.3536
"FDP25",0,"Low Fat",0.02110482,"Canned",217.0824,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6769.8544
"NCO54",19.5,"LF",0.014274292,"Household",55.6614,"OUT046",1997,"Small","Tier 1","Supermarket Type1",718.3982
"DRJ11",9.5,"Low Fat",0.085075063,"Hard Drinks",189.0872,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3970.8312
"DRI49",14.15,"Low Fat",0.183472595,"Soft Drinks",82.0276,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1624.552
"FDR16",5.845,"Regular",0.105181277,"Frozen Foods",214.4218,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5343.045
"FDB03",17.75,"Regular",0.157075658,"Dairy",240.5538,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3845.6608
"DRC01",5.92,"Regular",0.019278216,"Soft Drinks",48.2692,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",443.4228
"FDO57",20.75,"Low Fat",0.181958524,"Snack Foods",161.0578,"OUT010",1998,"","Tier 3","Grocery Store",481.3734
"NCM54",0,"Low Fat",0.08918772,"Household",128.9678,"OUT019",1985,"Small","Tier 1","Grocery Store",254.3356
"NCW18",15.1,"Low Fat",0.059313603,"Household",238.1248,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4266.4464
"FDI32",17.7,"Low Fat",0.174644552,"Fruits and Vegetables",113.2834,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1727.751
"FDA58",9.395,"Low Fat",0.103751236,"Snack Foods",235.8932,"OUT046",1997,"Small","Tier 1","Supermarket Type1",942.7728
"FDU13",0,"low fat",0.328390948,"Canned",146.0418,"OUT019",1985,"Small","Tier 1","Grocery Store",588.5672
"FDN25",0,"Regular",0.107110465,"Breakfast",55.5588,"OUT019",1985,"Small","Tier 1","Grocery Store",229.0352
"FDN15",17.5,"Low Fat",0.016760075,"Meat",141.618,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2097.27
"FDU26",0,"Regular",0.042412572,"Dairy",119.0782,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1549.3166
"FDD10",20.6,"Regular",0.045982389,"Snack Foods",177.0344,"OUT013",1987,"High","Tier 3","Supermarket Type1",535.3032
"FDD48",10.395,"Low Fat",0.030281543,"Baking Goods",116.3176,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1259.6936
"FDQ09",7.235,"Low Fat",0.058222587,"Snack Foods",114.8834,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3340.3186
"NCG42",19.2,"Low Fat",0.041395775,"Household",129.731,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1298.31
"FDB36",5.465,"Regular",0.048518008,"Baking Goods",132.9626,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2360.9268
"FDI26",5.94,"Low Fat",0.035028853,"Canned",179.8344,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1249.0408
"FDX07",19.2,"Regular",0,"Fruits and Vegetables",182.095,"OUT010",1998,"","Tier 3","Grocery Store",732.38
"NCN05",8.235,"Low Fat",0.014459672,"Health and Hygiene",181.895,"OUT046",1997,"Small","Tier 1","Supermarket Type1",732.38
"FDC10",9.8,"Regular",0.072990979,"Snack Foods",121.6098,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1566.6274
"NCF30",17,"Low Fat",0.211306673,"Household",125.1362,"OUT010",1998,"","Tier 3","Grocery Store",251.6724
"DRE27",11.85,"Low Fat",0.13267058,"Dairy",96.4726,"OUT046",1997,"Small","Tier 1","Supermarket Type1",978.726
"FDA51",8.05,"Regular",0.164679597,"Dairy",112.1518,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1252.3698
"DRQ35",9.3,"Low Fat",0.042256257,"Hard Drinks",124.4388,"OUT013",1987,"High","Tier 3","Supermarket Type1",1609.9044
"NCY05",0,"Low Fat",0.054723717,"Health and Hygiene",36.6874,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1058.622
"FDJ45",17.75,"Low Fat",0.073349552,"Seafood",34.2216,"OUT013",1987,"High","Tier 3","Supermarket Type1",934.7832
"FDU36",6.15,"Low Fat",0.046262201,"Baking Goods",97.8384,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2069.3064
"NCD19",8.93,"Low Fat",0,"Household",53.8614,"OUT013",1987,"High","Tier 3","Supermarket Type1",994.7052
"FDV43",0,"Low Fat",0.076483451,"Fruits and Vegetables",43.4086,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",847.5634
"FDK51",19.85,"Low Fat",0.005243282,"Dairy",266.1884,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3179.8608
"FDX03",15.85,"Regular",0.061190964,"Meat",47.1744,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",996.0368
"FDG57",14.7,"Low Fat",0.121012632,"Fruits and Vegetables",49.4034,"OUT010",1998,"","Tier 3","Grocery Store",194.4136
"NCL05",19.6,"Low Fat",0,"Health and Hygiene",42.877,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",649.155
"FDG60",20.35,"Low Fat",0.060688248,"Baking Goods",234.2616,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4687.232
"FDA20",6.78,"Low Fat",0.066724663,"Fruits and Vegetables",187.724,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1491.392
"FDP60",0,"Low Fat",0.055648052,"Baking Goods",100.3016,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2833.6448
"FDP36",10.395,"Regular",0,"Baking Goods",51.4008,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",556.6088
"FDV09",12.1,"Low Fat",0.034427577,"Snack Foods",146.6734,"OUT010",1998,"","Tier 3","Grocery Store",296.9468
"FDS27",10.195,"Regular",0.012455787,"Meat",197.511,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2356.932
"FDZ33",10.195,"Low Fat",0.107307677,"Snack Foods",149.8076,"OUT013",1987,"High","Tier 3","Supermarket Type1",2217.114
"FDG44",6.13,"Low Fat",0.10234983,"Fruits and Vegetables",55.0298,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",539.298
"FDG34",11.5,"Regular",0.037563325,"Snack Foods",109.5254,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1627.881
"FDH14",17.1,"Regular",0.078347922,"Canned",141.8838,"OUT010",1998,"","Tier 3","Grocery Store",280.9676
"DRD12",6.96,"Low Fat",0.077129323,"Soft Drinks",92.7146,"OUT013",1987,"High","Tier 3","Supermarket Type1",1733.0774
"FDF16",7.3,"Low Fat",0.144167934,"Frozen Foods",146.3076,"OUT010",1998,"","Tier 3","Grocery Store",886.8456
"FDJ48",11.3,"Low Fat",0.056424146,"Baking Goods",247.8118,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2223.1062
"FDO10",13.65,"Regular",0.012741089,"Snack Foods",57.6588,"OUT013",1987,"High","Tier 3","Supermarket Type1",343.5528
"DRL37",15.5,"Low Fat",0.053455158,"Soft Drinks",43.677,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",562.601
"FDB39",0,"Low Fat",0.067441726,"Dairy",57.4272,"OUT019",1985,"Small","Tier 1","Grocery Store",111.8544
"FDS12",9.1,"Low Fat",0.174827835,"Baking Goods",127.2362,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1635.8706
"FDU44",0,"Regular",0.058142797,"Fruits and Vegetables",162.1552,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3086.6488
"NCI43",19.85,"Low Fat",0.026115595,"Household",49.0376,"OUT017",2007,"","Tier 2","Supermarket Type1",143.8128
"FDQ37",0,"Low Fat",0.088828418,"Breakfast",192.2478,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7943.6598
"FDR47",17.85,"Low Fat",0.087824967,"Breads",196.0794,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1755.7146
"NCG07",12.3,"Low Fat",0.052458358,"Household",188.753,"OUT013",1987,"High","Tier 3","Supermarket Type1",3795.06
"FDV21",0,"Low Fat",0.170254469,"Snack Foods",124.8704,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2127.8968
"FDQ45",9.5,"Regular",0,"Snack Foods",182.3608,"OUT010",1998,"","Tier 3","Grocery Store",1102.5648
"DRM11",6.57,"Low Fat",0.066338717,"Hard Drinks",261.4278,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4165.2448
"FDI52",18.7,"Low Fat",0.104591027,"Frozen Foods",121.4072,"OUT013",1987,"High","Tier 3","Supermarket Type1",2450.144
"DRM59",0,"Low Fat",0.006289291,"Hard Drinks",153.2998,"OUT019",1985,"Small","Tier 1","Grocery Store",461.3994
"NCY53",20,"Low Fat",0.05848134,"Health and Hygiene",113.3544,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2572.6512
"FDW23",5.765,"Low Fat",0.081944045,"Baking Goods",36.7164,"OUT013",1987,"High","Tier 3","Supermarket Type1",849.5608
"FDP10",0,"Low Fat",0.127469857,"Snack Foods",107.7622,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4022.7636
"FDJ10",5.095,"Regular",0.130031207,"Snack Foods",142.4838,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",561.9352
"FDO45",0,"Regular",0.037768989,"Snack Foods",88.5856,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1845.5976
"FDR46",16.85,"Low Fat",0.139985583,"Snack Foods",145.276,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2490.092
"FDJ26",15.3,"Regular",0.084749164,"Canned",215.5218,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4060.7142
"DRE48",8.43,"Low Fat",0,"Soft Drinks",195.3768,"OUT017",2007,"","Tier 2","Supermarket Type1",1576.6144
"FDU12",15.5,"Regular",0.075868843,"Baking Goods",261.7568,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1845.5976
"FDT08",13.65,"Low Fat",0.04929502,"Fruits and Vegetables",150.505,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2696.49
"FDC33",8.96,"Regular",0.068880971,"Fruits and Vegetables",195.3768,"OUT013",1987,"High","Tier 3","Supermarket Type1",2759.0752
"FDM03",12.65,"Low Fat",0.123726711,"Meat",107.7938,"OUT017",2007,"","Tier 2","Supermarket Type1",2251.0698
"DRC25",5.73,"Low Fat",0.045334098,"Soft Drinks",87.0882,"OUT013",1987,"High","Tier 3","Supermarket Type1",1803.6522
"FDH17",16.2,"Regular",0.016687114,"Frozen Foods",96.9726,"OUT045",2002,"","Tier 2","Supermarket Type1",1076.5986
"FDP27",8.155,"Low Fat",0.119428052,"Meat",190.853,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2466.789
"NCL31",7.39,"Low Fat",0.120524922,"Others",142.247,"OUT045",2002,"","Tier 2","Supermarket Type1",2433.499
"FDP22",14.65,"Regular",0.099286298,"Snack Foods",49.8666,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",563.9326
"NCN05",8.235,"Low Fat",0.014541462,"Health and Hygiene",184.495,"OUT017",2007,"","Tier 2","Supermarket Type1",3844.995
"FDG58",10.695,"Regular",0.086764795,"Snack Foods",156.7972,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3427.5384
"FDL46",20.35,"low fat",0.054362695,"Snack Foods",117.9466,"OUT017",2007,"","Tier 2","Supermarket Type1",1649.8524
"FDB58",10.5,"reg",0.013485235,"Snack Foods",140.0154,"OUT013",1987,"High","Tier 3","Supermarket Type1",3119.9388
"NCK29",5.615,"Low Fat",0.125964559,"Health and Hygiene",124.773,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2956.152
"NCW54",7.5,"Low Fat",0.096333029,"Household",57.8588,"OUT013",1987,"High","Tier 3","Supermarket Type1",1145.176
"FDU28",19.2,"Regular",0.09444959,"Frozen Foods",187.8214,"OUT017",2007,"","Tier 2","Supermarket Type1",4710.535
"FDB11",16,"LF",0.061192211,"Starchy Foods",224.1404,"OUT017",2007,"","Tier 2","Supermarket Type1",4725.8484
"NCE07",8.18,"Low Fat",0.013183517,"Household",143.1154,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1843.6002
"FDL45",15.6,"Low Fat",0.037680711,"Snack Foods",123.7704,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3129.26
"FDK09",15.2,"Low Fat",0.091763303,"Snack Foods",228.5352,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1832.2816
"FDA16",6.695,"Low Fat",0.03408026,"Frozen Foods",220.8456,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5084.0488
"NCV30",20.2,"Low Fat",0.110356797,"Household",62.051,"OUT010",1998,"","Tier 3","Grocery Store",126.502
"FDS50",17,"Low Fat",0.055746931,"Dairy",220.0114,"OUT017",2007,"","Tier 2","Supermarket Type1",2217.114
"FDR09",18.25,"Low Fat",0.077659918,"Snack Foods",260.2962,"OUT013",1987,"High","Tier 3","Supermarket Type1",1035.9848
"FDA26",7.855,"Regular",0.073858923,"Dairy",218.6482,"OUT013",1987,"High","Tier 3","Supermarket Type1",3723.8194
"FDY07",11.8,"Low Fat",0,"Fruits and Vegetables",45.5402,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1516.0266
"FDX14",13.1,"Low Fat",0.075056542,"Dairy",76.0354,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",601.8832
"FDL26",0,"Low Fat",0.072838381,"Canned",155.2972,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5141.3076
"NCF42",17.35,"Low Fat",0.168064909,"Household",176.2712,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1230.3984
"FDM56",0,"low fat",0.069851683,"Fruits and Vegetables",110.9912,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1310.2944
"NCD18",16,"Low Fat",0.072655379,"Household",229.8668,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4837.7028
"NCJ30",5.82,"Low Fat",0.080804019,"Household",171.479,"OUT045",2002,"","Tier 2","Supermarket Type1",4074.696
"FDP51",13.85,"Regular",0.085274988,"Meat",119.6124,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2014.7108
"FDR48",11.65,"Low Fat",0,"Baking Goods",149.8024,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1821.6288
"DRF01",5.655,"LF",0.175047104,"Soft Drinks",146.9102,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1895.5326
"FDA03",18.5,"Regular",0.045463773,"Dairy",144.1102,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2187.153
"FDL09",19.6,"Regular",0.128235131,"Snack Foods",169.2816,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1174.4712
"NCM29",0,"Low Fat",0.017556795,"Health and Hygiene",129.9626,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3410.2276
"FDD04",16,"Low Fat",0.090111173,"Dairy",141.3154,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3261.7542
"DRF25",9,"Low Fat",0.039004193,"Soft Drinks",37.019,"OUT045",2002,"","Tier 2","Supermarket Type1",659.142
"FDI21",5.59,"Regular",0.056555715,"Snack Foods",62.6168,"OUT013",1987,"High","Tier 3","Supermarket Type1",639.168
"FDA51",8.05,"Regular",0.164542555,"Dairy",112.2518,"OUT013",1987,"High","Tier 3","Supermarket Type1",1707.777
"FDQ07",0,"Regular",0.086983591,"Fruits and Vegetables",219.8456,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1547.3192
"FDZ52",19.2,"Low Fat",0.100074524,"Frozen Foods",110.2886,"OUT046",1997,"Small","Tier 1","Supermarket Type1",778.3202
"FDX32",15.1,"Regular",0.1000135,"Fruits and Vegetables",145.4786,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1589.2646
"NCA17",20.6,"Low Fat",0,"Health and Hygiene",148.8392,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2684.5056
"FDC45",17,"Low Fat",0.136286138,"Fruits and Vegetables",170.9106,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1197.7742
"FDG14",9,"reg",0.05060313,"Canned",150.9024,"OUT045",2002,"","Tier 2","Supermarket Type1",4402.2696
"FDM46",7.365,"Low Fat",0.160292264,"Snack Foods",94.712,"OUT045",2002,"","Tier 2","Supermarket Type1",932.12
"FDW31",11.35,"reg",0.043402224,"Fruits and Vegetables",197.0742,"OUT017",2007,"","Tier 2","Supermarket Type1",2587.9646
"FDI20",19.1,"Low Fat",0.064547828,"Fruits and Vegetables",212.8586,"OUT010",1998,"","Tier 3","Grocery Store",422.1172
"DRD60",15.7,"Low Fat",0.037289996,"Soft Drinks",182.7634,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3453.5046
"FDH47",13.5,"reg",0.129077455,"Starchy Foods",95.2068,"OUT045",2002,"","Tier 2","Supermarket Type1",583.2408
"FDS46",17.6,"Regular",0.047257328,"Snack Foods",119.6782,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2145.2076
"FDI40",11.5,"reg",0.125857678,"Frozen Foods",100.5358,"OUT045",2002,"","Tier 2","Supermarket Type1",2111.2518
"NCL29",9.695,"Low Fat",0.114583922,"Health and Hygiene",156.4604,"OUT017",2007,"","Tier 2","Supermarket Type1",2535.3664
"FDZ31",15.35,"Regular",0.113195815,"Fruits and Vegetables",190.8504,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3643.2576
"FDK02",12.5,"Low Fat",0.112859454,"Canned",118.344,"OUT017",2007,"","Tier 2","Supermarket Type1",2157.192
"NCM06",0,"Low Fat",0.075361182,"Household",155.6656,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3243.7776
"FDJ14",10.3,"Regular",0.050028809,"Canned",80.096,"OUT013",1987,"High","Tier 3","Supermarket Type1",239.688
"FDB35",12.3,"Regular",0.064882207,"Starchy Foods",93.8804,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1470.0864
"FDG09",20.6,"Regular",0.047896393,"Fruits and Vegetables",185.8556,"OUT013",1987,"High","Tier 3","Supermarket Type1",1689.8004
"FDQ11",5.695,"Regular",0.067700925,"Breads",256.5988,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2055.9904
"FDF32",16.35,"Low Fat",0.0680243,"Fruits and Vegetables",196.4426,"OUT013",1987,"High","Tier 3","Supermarket Type1",1977.426
"FDS20",8.85,"Low Fat",0.054171606,"Fruits and Vegetables",183.9292,"OUT017",2007,"","Tier 2","Supermarket Type1",2918.8672
"FDL15",0,"Low Fat",0.081651443,"Meat",152.5682,"OUT019",1985,"Small","Tier 1","Grocery Store",152.4682
"FDU21",0,"Regular",0.134327613,"Snack Foods",35.0558,"OUT019",1985,"Small","Tier 1","Grocery Store",33.9558
"FDJ57",7.42,"Regular",0.021569566,"Seafood",184.8582,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4643.955
"NCY29",13.65,"low fat",0.077234113,"Health and Hygiene",56.893,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1188.453
"FDK58",0,"Regular",0.044764726,"Snack Foods",102.4016,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2428.8384
"FDP25",15.2,"Low Fat",0.021240491,"Canned",216.9824,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4804.4128
"DRM48",15.2,"Low Fat",0.112896669,"Soft Drinks",36.0848,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1193.1136
"FDP49",9,"Regular",0.069088961,"Breakfast",56.3614,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1547.3192
"NCD19",8.93,"LF",0,"Household",53.2614,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",552.614
"NCL29",9.695,"Low Fat",0.190711254,"Health and Hygiene",159.1604,"OUT010",1998,"","Tier 3","Grocery Store",633.8416
"FDC57",20.1,"Regular",0.054584207,"Fruits and Vegetables",193.382,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4247.804
"NCP41",16.6,"Low Fat",0.016197216,"Health and Hygiene",108.8596,"OUT013",1987,"High","Tier 3","Supermarket Type1",970.7364
"FDJ45",0,"Low Fat",0.073055148,"Seafood",33.7216,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1280.9992
"FDY27",0,"Low Fat",0.031743707,"Dairy",179.1344,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1605.9096
"FDU14",17.75,"Low Fat",0.034752647,"Dairy",248.775,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3745.125
"FDS12",9.1,"Low Fat",0.173973652,"Baking Goods",126.5362,"OUT013",1987,"High","Tier 3","Supermarket Type1",1761.7068
"FDF05",17.5,"Low Fat",0.026912667,"Frozen Foods",261.291,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3418.883
"NCB42",11.8,"Low Fat",0.008596051,"Health and Hygiene",115.3492,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1621.8888
"FDB32",20.6,"Low Fat",0.023585598,"Fruits and Vegetables",94.7778,"OUT017",2007,"","Tier 2","Supermarket Type1",1314.2892
"FDU46",10.3,"Regular",0.018623146,"Snack Foods",87.854,"OUT010",1998,"","Tier 3","Grocery Store",259.662
"NCB31",6.235,"Low Fat",0.119345629,"Household",261.991,"OUT017",2007,"","Tier 2","Supermarket Type1",2366.919
"FDK46",9.6,"Low Fat",0.051571772,"Snack Foods",258.462,"OUT045",2002,"","Tier 2","Supermarket Type1",4673.916
"DRM59",5.88,"Low Fat",0.003612411,"Hard Drinks",154.1998,"OUT017",2007,"","Tier 2","Supermarket Type1",3537.3954
"NCP43",17.75,"Low Fat",0.030631323,"Others",178.566,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2516.724
"FDR46",16.85,"Low Fat",0,"Snack Foods",146.076,"OUT017",2007,"","Tier 2","Supermarket Type1",2636.568
"FDP49",9,"Regular",0.069196376,"Breakfast",54.3614,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",718.3982
"FDJ16",9.195,"Low Fat",0.115064263,"Frozen Foods",58.6246,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",868.869
"FDI44",16.1,"Low Fat",0.100799828,"Fruits and Vegetables",78.4328,"OUT017",2007,"","Tier 2","Supermarket Type1",1467.4232
"FDI48",11.85,"Regular",0.055672032,"Baking Goods",50.5666,"OUT013",1987,"High","Tier 3","Supermarket Type1",922.7988
"FDJ03",12.35,"Regular",0.072334667,"Dairy",49.1692,"OUT013",1987,"High","Tier 3","Supermarket Type1",886.8456
"FDU22",12.35,"Low Fat",0.093278912,"Snack Foods",118.7124,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2607.2728
"DRI03",6.03,"Low Fat",0.022796178,"Dairy",178.1028,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1416.8224
"FDM20",0,"LF",0,"Fruits and Vegetables",245.0144,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3185.1872
"NCO02",11.15,"Low Fat",0.073516952,"Others",65.9142,"OUT045",2002,"","Tier 2","Supermarket Type1",790.9704
"DRI11",0,"Low Fat",0.034237682,"Hard Drinks",113.2834,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2303.668
"NCY29",13.65,"Low Fat",0.077390746,"Health and Hygiene",54.693,"OUT045",2002,"","Tier 2","Supermarket Type1",679.116
